admin2Name,admin2Pcod,Year,LAI,LAI_1,LAI_2,LAI_3,LAI_4,LAI_5,LAI_6,LAI_7,LAI_p75
Sathing Phra,TH9002,2014,0.9406015368570897,1.0429835998462396,1.0792121547751259,0.9559580435143318,1.0132090521225146,1.2353600282526478,1.5334135354298692,1.723464288194003,1.1684334213409078
Chana,TH9003,2014,1.434887715696548,1.6422987765589938,,1.718050797316978,,1.443670228740552,1.5913943758449451,1.7752740421840254,1.6009778516650246
Na Thawi,TH9004,2014,2.0675585362568727,1.9461443206024427,2.0288137290336796,2.007722035081677,,1.709204667019674,1.9083453345739982,2.0243083503188704,1.9306304554680835
Thepha,TH9005,2014,1.6914018624487661,1.8072263306645484,2.093168831135996,1.8572509395103136,,1.7161297522475243,1.7415096814513467,1.77003916378573,1.7602889753097581
Saba Yoi,TH9006,2014,2.135125877790504,2.0508932016941044,2.160423136768132,2.2006521630744644,,1.85487622495617,1.9477382452150618,1.971209732130059,2.014637449481609
Ranot,TH9007,2014,0.8573687339338837,0.5695419143133517,0.9971327878192977,1.4230770888782465,1.0710881482136827,0.9492015370592326,0.5972483578198143,0.728984049092422,0.86160683015044
Krasae Sin,TH9008,2014,1.2565755293036243,1.3142440284659702,1.1779771967309407,1.0517005896318414,1.1761651636856145,0.89571938154634,0.867394386815032,1.1799557249972314,1.1612475317874005
Rattaphum,TH9009,2014,1.8875742227694248,2.092413073656757,2.040722212394876,1.896586436960443,1.9950981070717981,2.069548121114947,2.060849442904955,2.070358832193929,1.984720069618741
Sadao,TH9010,2014,2.2682577536915525,2.1534513052148396,,2.193199684531547,1.9688719696824577,2.134023392277848,2.1547104547548015,1.9637090037045122,2.1464663537235666
Hat Yai,TH9011,2014,1.8638664889119667,1.7767635370121702,2.0576161077885127,1.8159790878858793,1.360605785341598,1.953915222283255,1.7315048718360933,2.434330581338367,1.841720941297697
Na Mom,TH9012,2014,2.1432243171909464,2.091161774655354,,2.069379601851279,,2.045126213583271,2.022341657233333,2.498253564905069,2.142322204480684
Khuan Niang,TH9013,2014,1.4244528072994511,1.8383262235491227,1.393942508405351,1.6452296871773682,1.6071862744235579,2.0222140673686915,1.8719696092055516,1.9503119339937294,1.7224576933929334
Bang Klam,TH9014,2014,1.7283701848317394,1.8346585132839264,,1.6843795079975163,,1.792180548447194,1.7179720547143542,2.0319956849968035,1.7367141537767792
Singhanakhon,TH9015,2014,0.890483670448878,1.0132093442636176,1.2167756806276315,0.8548824473493357,1.148563514832759,1.2731551843625988,1.6038346439820204,1.7360852134490334,1.1735269638547485
Khlong Hoi Khong,TH9016,2014,2.035764709803747,1.9590161881528327,,1.9298273214853399,,1.9317331718053745,2.0348934084658867,1.935016999814293,1.968167384742683
Mueang Rayong,TH2101,2014,1.6163338372232845,1.950756940546852,1.9688870286513693,1.730271520368055,1.8446880268222008,1.972871456647609,1.8635654554582484,1.7545161298765513,1.8873865810124326
Ban Chang,TH2102,2014,1.57469715518217,1.7727105745132934,1.67841408538107,1.4583714086377009,1.7309432571684094,1.7969956220542924,1.7573594411011755,1.6280950275812964,1.690419858213237
Klaeng,TH2103,2014,1.8531576078705219,1.9613378079087629,1.980142915863623,1.9819692876670225,1.8559754920639484,1.955527526710259,1.7959552793439117,1.684321374402352,1.8662583790850875
Wang Chan,TH2104,2014,,2.2246978875055192,2.2813292138112353,2.1753687118335234,2.1686556261871175,2.1423649451820372,1.9400525265066246,1.8598880986968949,2.075283481517794
