,admin2Pcode,year,district,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
447,TH1607,2014,ท่าหลวง,313,313,103,329,329
448,TH1607,2015,ท่าหลวง,129,129,43,333,333
449,TH1607,2016,ท่าหลวง,72,72,26,361,361
450,TH1607,2017,ท่าหลวง,100,100,36,360,360
451,TH1607,2018,ท่าหลวง,143,143,51,357,357
452,TH1607,2020,ทาหลวง,311,311,106,341,341
453,TH1608,2012,สระโบสถ์,37721,37103,15769,418,425
454,TH1608,2013,สระโบสถ์,37956,37450,16515,435,441
455,TH1608,2014,สระโบสถ์,38818,38818,16692,430,430
456,TH1608,2015,สระโบสถ์,36475,36225,14562,399,402
457,TH1608,2016,สระโบสถ์,36889,36803,15752,427,428
458,TH1608,2017,สระโบสถ์,34537,33959,14331,415,422
459,TH1608,2018,สระโบสถ์,35867,35738,14724,411,412
460,TH1609,2012,โคกเจริญ,23967,23083,8148,340,353
461,TH1609,2013,โคกเจริญ,24358,24354,10009,411,411
462,TH1609,2014,โคกเจริญ,24505,24505,9925,405,405
463,TH1609,2015,โคกเจริญ,29364,29281,11947,407,408
464,TH1609,2016,โคกเจริญ,29808,29759,12410,416,417
465,TH1609,2017,โคกเจริญ,30804,30784,12775,415,415
466,TH1609,2018,โคกเจริญ,30974,30779,12527,404,407
467,TH1609,2020,โคกเจริญ,41336,41183,12973,314,315
468,TH1610,2012,ลําสนธิ,9993,7560,2563,256,339
469,TH1610,2013,ลําสนธิ,11053,8563,3048,276,356
470,TH1610,2014,ลําสนธิ,10928,10928,3169,290,290
471,TH1610,2015,ลําสนธิ,8072,6432,1949,241,303
472,TH1610,2016,ลําสนธิ,9264,9255,3054,330,330
473,TH1610,2017,ลําสนธิ,8869,8152,2861,323,351
474,TH1610,2018,ลําสนธิ,8830,8475,2873,325,339
475,TH1610,2020,ลําสนธิ,10871,10662,3209,295,301
476,TH1611,2012,หนองม่วง,13791,13404,5616,407,419
477,TH1611,2013,หนองม่วง,13168,12624,5365,407,425
478,TH1611,2014,หนองม่วง,12771,12771,4048,317,317
479,TH1611,2015,หนองม่วง,11201,10333,3637,325,352
480,TH1611,2016,หนองม่วง,14554,14115,4573,314,324
481,TH1611,2017,หนองม่วง,12321,12107,4371,355,361
482,TH1611,2018,หนองม่วง,13344,13057,4648,348,356
483,TH1701,2012,เมืองสิงห์บุรี,47446,47214,34183,720,724
484,TH1701,2013,เมืองสิงห์บุรี,47898,47750,34428,719,721
485,TH1701,2014,เมืองสิงห์บุรี,44806,44722,30411,679,680
486,TH1701,2015,เมืองสิงห์บุรี,42063,41996,27087,644,645
487,TH1701,2016,เมืองสิงห์บุรี,39307,39085,26539,675,679
488,TH1701,2017,เมืองสิงห์บุรี,44736,44389,30185,675,680
489,TH1701,2018,เมืองสิงห์บุรี,45702,45634,31807,696,697
490,TH1702,2012,บางระจัน,76996,76665,52516,682,685
491,TH1702,2013,บางระจัน,76597,76517,52491,685,686
492,TH1702,2014,บางระจัน,73402,73366,49595,676,676
493,TH1702,2015,บางระจัน,72632,72526,48955,674,675
494,TH1702,2016,บางระจัน,71092,71067,48326,680,680
495,TH1702,2017,บางระจัน,71894,71867,50235,699,699
496,TH1702,2018,บางระจัน,74380,74359,53390,718,718
497,TH1702,2020,บางระจัน,60987,60941,43878,719,720
498,TH1703,2012,ค่ายบางระจัน,32038,31570,21215,662,672
499,TH1703,2013,ค่ายบางระจัน,32457,32010,21863,674,683
500,TH1703,2014,ค่ายบางระจัน,35280,35280,23567,668,668
501,TH1703,2015,ค่ายบางระจัน,29813,29744,20345,682,684
502,TH1703,2016,ค่ายบางระจัน,31946,31886,22543,706,707
503,TH1703,2017,ค่ายบางระจัน,32127,32083,22490,700,701
504,TH1703,2018,ค่ายบางระจัน,33293,33237,24263,729,730
505,TH1703,2020,คายบางระจัน,32784,32739,23245,709,710
506,TH1704,2012,พรหมบุรี,26659,25840,17029,639,659
507,TH1704,2013,พรหมบุรี,27949,27891,18520,663,664
508,TH1704,2014,พรหมบุรี,24306,24275,15366,632,633
509,TH1704,2015,พรหมบุรี,19233,19206,11889,618,619
510,TH1704,2016,พรหมบุรี,20812,20596,12975,623,630
511,TH1704,2017,พรหมบุรี,24518,24340,16795,685,690
512,TH1704,2018,พรหมบุรี,25181,25124,17662,701,703
513,TH1704,2020,พรหมบุรี,17387,17308,11596,667,670
514,TH1705,2012,ท่าช้าง,11763,11597,7608,647,656
515,TH1705,2013,ท่าช้าง,14058,14038,9139,650,651
516,TH1705,2014,ท่าช้าง,13258,13258,8750,660,660
517,TH1705,2015,ท่าช้าง,10236,10205,6766,661,663
518,TH1705,2016,ท่าช้าง,11061,11042,7409,670,671
519,TH1705,2017,ท่าช้าง,12658,12001,8221,649,685
520,TH1705,2018,ท่าช้าง,12595,12543,9119,724,727
521,TH1706,2012,อินทร์บุรี,122072,121706,86898,712,714
522,TH1706,2013,อินทร์บุรี,117258,117058,84282,719,720
523,TH1706,2014,อินทร์บุรี,116531,116531,81106,696,696
524,TH1706,2015,อินทร์บุรี,92495,92396,64954,702,703
525,TH1706,2016,อินทร์บุรี,113434,106206,73919,652,696
526,TH1706,2017,อินทร์บุรี,139075,137802,97426,701,707
527,TH1706,2018,อินทร์บุรี,142218,141384,105472,742,746
528,TH1801,2012,เมืองชัยนาท,102759,102538,75058,730,732
529,TH1801,2013,เมืองชัยนาท,106259,106109,78415,738,739
530,TH1801,2014,เมืองชัยนาท,97352,97352,70191,721,721
531,TH1801,2015,เมืองชัยนาท,92264,92221,65661,712,712
532,TH1801,2016,เมืองชัยนาท,96989,96493,66773,688,692
533,TH1801,2017,เมืองชัยนาท,108689,108435,76121,700,702
534,TH1801,2018,เมืองชัยนาท,112239,112181,79424,708,708
535,TH1801,2020,เมืองชัยนาท,100688,100479,66015,656,657
536,TH1802,2012,มโนรมย์,75491,75447,49041,650,650
537,TH1802,2013,มโนรมย์,78962,78778,52387,663,665
538,TH1802,2014,มโนรมย์,76502,73786,49953,653,677
539,TH1802,2015,มโนรมย์,73464,73383,48066,654,655
540,TH1802,2016,มโนรมย์,74868,74631,49480,661,663
541,TH1802,2017,มโนรมย์,77811,73783,46852,602,635
542,TH1802,2018,มโนรมย์,80283,79662,52258,651,656
543,TH1803,2012,วัดสิงห์,92677,91773,56349,608,614
544,TH1803,2013,วัดสิงห์,95286,94841,59560,625,628
545,TH1803,2014,วัดสิงห์,96239,96239,60534,629,629
546,TH1803,2015,วัดสิงห์,74636,74511,44334,594,595
547,TH1803,2016,วัดสิงห์,81403,80565,50353,619,625
548,TH1803,2017,วัดสิงห์,82422,82292,51762,628,629
549,TH1803,2018,วัดสิงห์,90814,90584,54803,603,605
550,TH1804,2012,สรรพยา,102141,101023,72130,706,714
551,TH1804,2013,สรรพยา,101144,100585,72522,717,721
552,TH1804,2014,สรรพยา,101281,101010,72020,711,713
553,TH1804,2015,สรรพยา,95775,95662,67729,707,708
554,TH1804,2016,สรรพยา,99803,91415,64448,646,705
555,TH1804,2017,สรรพยา,101753,100451,69713,685,694
556,TH1804,2018,สรรพยา,105398,104782,71671,680,684
557,TH1804,2020,สรรพยา,107208,106684,68918,643,646
558,TH1805,2012,สรรคบุรี,145423,145263,105606,726,727
559,TH1805,2013,สรรคบุรี,143792,143522,106206,739,740
560,TH1805,2014,สรรคบุรี,143147,143147,102207,714,714
561,TH1805,2015,สรรคบุรี,132878,132777,93608,704,705
562,TH1805,2016,สรรคบุรี,149550,148207,104041,696,702
563,TH1805,2017,สรรคบุรี,207704,207369,147647,711,712
564,TH1805,2018,สรรคบุรี,210370,210253,149280,710,710
565,TH1805,2020,สรรคบุรี,204780,204470,139857,683,684
566,TH1806,2012,หันคา,160782,160485,103353,643,644
567,TH1806,2013,หันคา,163256,163029,105969,649,650
568,TH1806,2014,หันคา,153420,143546,103497,675,721
569,TH1806,2015,หันคา,124695,124415,83980,673,675
570,TH1806,2016,หันคา,152935,151656,102823,672,678
571,TH1806,2017,หันคา,153835,153813,103978,676,676
572,TH1806,2018,หันคา,155186,153511,103159,665,672
573,TH1806,2020,หันคา,159968,158006,102072,638,646
574,TH1807,2012,หนองมะโมง,86693,86572,46489,536,537
575,TH1807,2013,หนองมะโมง,84627,84600,46445,549,549
576,TH1807,2014,หนองมะโมง,82378,82059,45050,547,549
577,TH1807,2015,หนองมะโมง,80075,79788,42128,526,528
578,TH1807,2016,หนองมะโมง,76613,72526,38149,498,526
579,TH1807,2017,หนองมะโมง,78294,78136,44616,570,571
580,TH1807,2018,หนองมะโมง,79372,77432,40884,515,528
581,TH1807,2020,หนองมะโมง,63509,61691,28069,442,455
582,TH1808,2012,เนินขาม,21627,21577,11350,525,526
583,TH1808,2013,เนินขาม,21530,21331,11540,536,541
584,TH1808,2014,เนินขาม,20061,20061,10331,515,515
585,TH1808,2015,เนินขาม,16040,15898,7663,478,482
586,TH1808,2016,เนินขาม,16137,16123,8239,511,511
587,TH1808,2017,เนินขาม,15417,14974,7577,491,506
588,TH1808,2018,เนินขาม,15066,14150,6467,429,457
589,TH1808,2020,เนินขาม,24960,24440,11976,480,490
590,TH1901,2012,เมืองสระบุรี,33022,32682,21047,637,644
591,TH1901,2013,เมืองสระบุรี,32090,30314,19643,612,648
592,TH1901,2014,เมืองสระบุรี,26218,25956,16768,640,646
593,TH1901,2015,เมืองสระบุรี,23431,23050,14475,618,628
594,TH1901,2016,เมืองสระบุรี,23728,23260,14538,613,625
595,TH1901,2017,เมืองสระบุรี,24239,24171,15010,619,621
596,TH1901,2018,เมืองสระบุรี,24192,24069,15861,656,659
597,TH1901,2020,เมืองสระบุรี,22244,22140,13793,620,623
598,TH1902,2012,แก่งคอย,35656,33517,18066,507,539
599,TH1902,2013,แก่งคอย,34773,34292,18243,525,532
600,TH1902,2014,แก่งคอย,29871,29572,18956,635,641
601,TH1902,2015,แก่งคอย,24895,24012,14671,589,611
602,TH1902,2016,แก่งคอย,22840,22679,14016,614,618
603,TH1902,2017,แก่งคอย,22500,22292,13888,617,623
604,TH1902,2018,แก่งคอย,22450,22270,13028,580,585
605,TH1903,2012,หนองแค,86023,85660,55336,643,646
606,TH1903,2013,หนองแค,77499,75849,49984,645,659
607,TH1903,2014,หนองแค,74813,74065,49253,658,665
608,TH1903,2015,หนองแค,58291,57326,37205,638,649
609,TH1903,2016,หนองแค,71097,70574,46014,647,652
610,TH1903,2017,หนองแค,68097,67747,44307,651,654
611,TH1903,2018,หนองแค,67997,67559,43238,636,640
612,TH1903,2020,หนองแค,70973,70783,44098,621,623
613,TH1904,2012,วิหารแดง,30403,30079,17626,580,586
614,TH1904,2013,วิหารแดง,30665,29355,17672,576,602
615,TH1904,2014,วิหารแดง,26493,26228,16602,627,633
616,TH1904,2015,วิหารแดง,23400,23166,13900,594,600
617,TH1904,2016,วิหารแดง,23745,23185,14096,594,608
618,TH1904,2017,วิหารแดง,24381,24240,14617,600,603
619,TH1904,2018,วิหารแดง,24857,24606,15231,613,619
620,TH1904,2020,วิหารแดง,20345,20276,11841,582,584
621,TH1905,2012,หนองแซง,37836,37802,24647,651,652
622,TH1905,2013,หนองแซง,36300,35130,23783,655,677
623,TH1905,2014,หนองแซง,35411,35057,24084,680,687
624,TH1905,2015,หนองแซง,30442,30261,19307,634,638
625,TH1905,2016,หนองแซง,33486,33373,21826,652,654
626,TH1905,2017,หนองแซง,33706,33561,21848,648,651
627,TH1905,2018,หนองแซง,33685,33480,21327,633,637
628,TH1905,2020,หนองแซง,32491,32410,19997,615,617
629,TH1906,2012,บ้านหมอ,47510,47035,31655,666,673
630,TH1906,2013,บ้านหมอ,45891,45512,31039,676,682
631,TH1906,2014,บ้านหมอ,43358,42924,29145,672,679
632,TH1906,2015,บ้านหมอ,33318,32831,21767,653,663
633,TH1906,2016,บ้านหมอ,40313,39403,26439,656,671
634,TH1906,2017,บ้านหมอ,40072,39908,26060,650,653
635,TH1906,2018,บ้านหมอ,40750,40630,27628,678,680
636,TH1907,2012,ดอนพุด,28361,27862,18500,652,664
637,TH1907,2013,ดอนพุด,26194,26005,17501,668,673
638,TH1907,2014,ดอนพุด,26494,26229,16734,632,638
639,TH1907,2015,ดอนพุด,25048,24874,14676,586,590
640,TH1907,2016,ดอนพุด,24561,24240,15441,629,637
641,TH1907,2017,ดอนพุด,24333,24157,15509,637,642
642,TH1907,2018,ดอนพุด,25510,25420,16370,642,644
643,TH1907,2020,ดอนพุด,25361,25264,15841,625,627
644,TH1908,2012,หนองโดน,40369,39558,25515,632,645
645,TH1908,2013,หนองโดน,39730,39730,26460,666,666
646,TH1908,2014,หนองโดน,34365,34021,22284,648,655
647,TH1908,2015,หนองโดน,32563,32237,20309,624,630
648,TH1908,2016,หนองโดน,32500,32181,20821,641,647
649,TH1908,2017,หนองโดน,32421,32206,20773,641,645
650,TH1908,2018,หนองโดน,32381,32280,20982,648,650
651,TH1908,2020,หนองโดน,31548,31415,19540,619,622
652,TH1909,2012,พระพุทธบาท,17708,17612,10955,619,622
653,TH1909,2013,พระพุทธบาท,17575,17093,10700,609,626
654,TH1909,2014,พระพุทธบาท,12830,12702,8028,626,632
655,TH1909,2015,พระพุทธบาท,12002,11883,7213,601,607
656,TH1909,2016,พระพุทธบาท,12786,12548,7667,600,611
657,TH1909,2017,พระพุทธบาท,12336,12250,7375,598,602
658,TH1909,2018,พระพุทธบาท,12500,12395,7437,595,600
659,TH1909,2020,พระพุทธบาท,12879,12799,7539,585,589
660,TH1910,2012,เสาไห้,37965,37919,24837,654,655
661,TH1910,2013,เสาไห้,37897,36764,23933,632,651
662,TH1910,2014,เสาไห้,37783,37405,25211,667,674
663,TH1910,2015,เสาไห้,29662,29355,18670,629,636
664,TH1910,2016,เสาไห้,33200,33021,21629,651,655
665,TH1910,2017,เสาไห้,33080,32936,21606,653,656
666,TH1910,2018,เสาไห้,33080,33000,22110,668,670
667,TH1911,2012,มวกเหล็ก,16,16,8,500,500
668,TH1911,2013,มวกเหล็ก,42,42,25,601,601
669,TH1911,2014,มวกเหล็ก,42,42,23,548,548
670,TH1911,2015,มวกเหล็ก,38,38,21,553,553
671,TH1911,2018,มวกเหล็ก,7,7,2,286,286
672,TH1911,2020,มวกเหล็ก,4,4,2,500,500
673,TH1912,2012,วังม่วง,161,153,53,329,346
674,TH1912,2013,วังม่วง,84,84,33,388,388
675,TH1912,2014,วังม่วง,122,121,50,410,413
676,TH1912,2015,วังม่วง,90,90,36,400,400
677,TH1912,2016,วังม่วง,42,42,20,476,476
678,TH1912,2017,วังม่วง,41,41,19,463,463
679,TH1912,2018,วังม่วง,69,69,31,449,449
680,TH1913,2012,เฉลิมพระเกียรติ,10397,10240,5571,536,544
681,TH1913,2013,เฉลิมพระเกียรติ,10363,10004,6012,580,601
682,TH1913,2014,เฉลิมพระเกียรติ,10041,9941,6223,620,626
683,TH1913,2015,เฉลิมพระเกียรติ,9662,9566,5759,596,602
684,TH1913,2016,เฉลิมพระเกียรติ,9298,9247,5622,605,608
685,TH1913,2017,เฉลิมพระเกียรติ,8845,8797,5313,601,604
