,admin2Pcode,year,district,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
3334,TH4616,2017,นาคู,69184,64554,22658,328,351
3335,TH4616,2018,นาคู,69980,68199,23801,340,349
3336,TH4616,2020,นาคู,67275,67082,22674,337,338
3337,TH4617,2012,ดอนจาน,41231,17454,5306,129,304
3338,TH4617,2013,ดอนจาน,41041,41041,12887,314,314
3339,TH4617,2014,ดอนจาน,42312,41839,14100,333,337
3340,TH4617,2015,ดอนจาน,42241,41497,14067,333,339
3341,TH4617,2016,ดอนจาน,43698,43255,14058,322,325
3342,TH4617,2017,ดอนจาน,43666,39849,13190,302,331
3343,TH4617,2018,ดอนจาน,45142,44349,14192,314,320
3344,TH4617,2020,ดอนจาน,45982,45863,15364,334,335
3345,TH4618,2012,ฆ้องชัย,61708,59024,26207,425,444
3346,TH4618,2013,ฆ้องชัย,61861,61500,27614,446,449
3347,TH4618,2014,ฆ้องชัย,60401,60352,28486,472,472
3348,TH4618,2015,ฆ้องชัย,60325,60180,28224,468,469
3349,TH4618,2016,ฆ้องชัย,59585,58464,27595,463,472
3350,TH4618,2017,ฆ้องชัย,58611,46216,21722,371,470
3351,TH4618,2018,ฆ้องชัย,58877,57942,27233,463,470
3352,TH4701,2012,เมืองสกลนคร,176387,172392,70509,400,409
3353,TH4701,2013,เมืองสกลนคร,176387,169167,65298,370,386
3354,TH4701,2014,เมืองสกลนคร,185394,181969,57502,310,316
3355,TH4701,2015,เมืองสกลนคร,190292,182268,59055,310,324
3356,TH4701,2016,เมืองสกลนคร,190706,188990,69548,365,368
3357,TH4701,2017,เมืองสกลนคร,191203,148654,54259,284,365
3358,TH4701,2018,เมืองสกลนคร,190386,181866,68563,360,377
3359,TH4701,2020,เมืองสกลนคร,188968,187418,69532,368,371
3360,TH4702,2012,กุสุมาลย์,131725,121661,45136,343,371
3361,TH4702,2013,กุสุมาลย์,131092,126948,45574,348,359
3362,TH4702,2014,กุสุมาลย์,136298,136298,41026,301,301
3363,TH4702,2015,กุสุมาลย์,134425,129715,37228,277,287
3364,TH4702,2016,กุสุมาลย์,145021,142121,48108,332,339
3365,TH4702,2017,กุสุมาลย์,146587,129101,44669,305,346
3366,TH4702,2018,กุสุมาลย์,152001,149652,50582,333,338
3367,TH4703,2012,กุดบาก,39932,33886,12470,312,368
3368,TH4703,2013,กุดบาก,25020,25020,8006,320,320
3369,TH4703,2014,กุดบาก,37368,37368,11696,313,313
3370,TH4703,2015,กุดบาก,36757,36144,10988,299,304
3371,TH4703,2016,กุดบาก,49757,49315,17137,344,348
3372,TH4703,2017,กุดบาก,51893,38913,12841,247,330
3373,TH4703,2018,กุดบาก,57409,54089,17146,299,317
3374,TH4703,2020,กุดบาก,62660,61560,18837,301,306
3375,TH4704,2012,พรรณานิคม,146557,137401,52075,355,379
3376,TH4704,2013,พรรณานิคม,140251,135550,51102,364,377
3377,TH4704,2014,พรรณานิคม,152688,145960,49918,327,342
3378,TH4704,2015,พรรณานิคม,147789,141979,47989,325,338
3379,TH4704,2016,พรรณานิคม,161811,159331,59112,365,371
3380,TH4704,2017,พรรณานิคม,164215,123998,45259,276,365
3381,TH4704,2018,พรรณานิคม,158948,149462,55002,346,368
3382,TH4704,2020,พรรณานิคม,166238,164038,62663,377,382
3383,TH4705,2012,พังโคน,65182,60185,22569,346,375
3384,TH4705,2013,พังโคน,64714,58139,21977,340,378
3385,TH4705,2014,พังโคน,75735,75341,26369,348,350
3386,TH4705,2015,พังโคน,75604,74079,24742,327,334
3387,TH4705,2016,พังโคน,79152,78361,28132,355,359
3388,TH4705,2017,พังโคน,76240,49520,17976,236,363
3389,TH4705,2018,พังโคน,79018,74743,28103,356,376
3390,TH4705,2020,พังโคน,78917,77767,29163,370,375
3391,TH4706,2012,วาริชภูมิ,70101,54908,17076,244,311
3392,TH4706,2013,วาริชภูมิ,59386,59386,21260,358,358
3393,TH4706,2014,วาริชภูมิ,71137,70974,21789,306,307
3394,TH4706,2015,วาริชภูมิ,70971,69370,20950,295,302
3395,TH4706,2016,วาริชภูมิ,70797,69428,26036,368,375
3396,TH4706,2017,วาริชภูมิ,75256,74156,27289,363,368
3397,TH4706,2018,วาริชภูมิ,75942,75942,27339,360,360
3398,TH4706,2020,วาริชภูมิ,81703,81353,27172,333,334
3399,TH4707,2012,นิคมนํคglyphูํูาอูน,14973,11386,3962,265,348
3400,TH4707,2013,นิคมนํคglyphูํูาอูน,14448,14448,4493,311,311
3401,TH4707,2014,นิคมนํคglyphูํูาอูน,14776,14776,4433,300,300
3402,TH4707,2015,นิคมนํคglyphูํูาอูน,14706,14406,3933,267,273
3403,TH4707,2016,นิคมนํคglyphูํูาอูน,15136,14909,4711,311,316
3404,TH4707,2017,นิคมนํคglyphูํูาอูน,14871,11703,3967,267,339
3405,TH4707,2018,นิคมนํคglyphูํูาอูน,16842,15847,5023,298,317
3406,TH4708,2012,วานรนิวาส,320610,246270,83239,260,338
3407,TH4708,2013,วานรนิวาส,294816,281186,95884,325,341
3408,TH4708,2014,วานรนิวาส,310141,283062,86334,278,305
3409,TH4708,2015,วานรนิวาส,300241,285466,86211,287,302
3410,TH4708,2016,วานรนิวาส,301195,296846,104193,346,351
3411,TH4708,2017,วานรนิวาส,310757,255382,86830,279,340
3412,TH4708,2018,วานรนิวาส,313108,306463,103584,331,338
3413,TH4708,2020,วานรนิวาส,330560,325560,104179,315,320
3414,TH4709,2012,คําตากล้า,88981,71292,26093,293,366
3415,TH4709,2013,คําตากล้า,82451,69767,23651,287,339
3416,TH4709,2014,คําตากล้า,81191,81191,26387,325,325
3417,TH4709,2015,คําตากล้า,77423,67846,21711,280,320
3418,TH4709,2016,คําตากล้า,85304,82706,29485,346,357
3419,TH4709,2017,คําตากล้า,85543,74461,26061,305,350
3420,TH4709,2018,คําตากล้า,90618,77490,25417,280,328
3421,TH4709,2020,คําตากล.า,92520,91078,30329,328,333
3422,TH4710,2012,บ้านม่วง,154585,115551,36976,239,320
3423,TH4710,2013,บ้านม่วง,137720,114430,35588,258,311
3424,TH4710,2014,บ้านม่วง,133509,133509,41254,309,309
3425,TH4710,2015,บ้านม่วง,133693,122824,38321,287,312
3426,TH4710,2016,บ้านม่วง,133940,129992,45497,340,350
3427,TH4710,2017,บ้านม่วง,134543,113197,38600,287,341
3428,TH4710,2018,บ้านม่วง,137255,122937,41184,300,335
3429,TH4711,2012,อากาศอํานวย,210271,200605,67403,321,336
3430,TH4711,2013,อากาศอํานวย,203550,183583,60766,299,331
3431,TH4711,2014,อากาศอํานวย,178314,178314,53851,302,302
3432,TH4711,2015,อากาศอํานวย,178204,165404,48298,271,292
3433,TH4711,2016,อากาศอํานวย,188600,183613,65963,350,359
3434,TH4711,2017,อากาศอํานวย,190253,143549,50529,266,352
3435,TH4711,2018,อากาศอํานวย,193420,172990,59855,309,346
3436,TH4711,2020,อากาศอํานวย,195028,192103,65315,335,340
3437,TH4712,2012,สว่างแดนดิน,314582,255388,101644,323,398
3438,TH4712,2013,สว่างแดนดิน,250783,228509,82492,329,361
3439,TH4712,2014,สว่างแดนดิน,297156,297156,115297,388,388
3440,TH4712,2015,สว่างแดนดิน,300502,282749,110272,367,390
3441,TH4712,2016,สว่างแดนดิน,288053,281013,110157,382,392
3442,TH4712,2017,สว่างแดนดิน,289830,226904,81685,282,360
3443,TH4712,2018,สว่างแดนดิน,292773,288629,102175,349,354
3444,TH4713,2012,ส่องดาว,41761,31020,9399,225,303
3445,TH4713,2013,ส่องดาว,17175,17175,5324,310,310
3446,TH4713,2014,ส่องดาว,44708,44708,14083,315,315
3447,TH4713,2015,ส่องดาว,42308,41400,13207,312,319
3448,TH4713,2016,ส่องดาว,44920,44400,15584,347,351
3449,TH4713,2017,ส่องดาว,46164,43291,14935,324,345
3450,TH4713,2018,ส่องดาว,45982,45378,15882,345,350
3451,TH4714,2012,เต่างอย,32022,30222,11212,350,371
3452,TH4714,2013,เต่างอย,31852,31836,11111,349,349
3453,TH4714,2014,เต่างอย,35148,35148,11036,314,314
3454,TH4714,2015,เต่างอย,34919,33207,10593,303,319
3455,TH4714,2016,เต่างอย,37403,37037,13407,358,362
3456,TH4714,2017,เต่างอย,37683,33996,12579,334,370
3457,TH4714,2018,เต่างอย,38214,37834,13847,362,366
3458,TH4714,2020,เตางอย,37508,37208,13804,368,371
3459,TH4715,2012,โคกศรีสุพรรณ,54281,49929,16626,306,333
3460,TH4715,2013,โคกศรีสุพรรณ,53967,52011,16383,304,315
3461,TH4715,2014,โคกศรีสุพรรณ,54198,54198,17018,314,314
3462,TH4715,2015,โคกศรีสุพรรณ,52128,49798,14342,275,288
3463,TH4715,2016,โคกศรีสุพรรณ,59042,58317,18836,319,323
3464,TH4715,2017,โคกศรีสุพรรณ,60152,46244,15492,258,335
3465,TH4715,2018,โคกศรีสุพรรณ,58604,55855,17427,297,312
3466,TH4715,2020,โคกศรีสุพรรณ,60570,59590,19665,325,330
3467,TH4716,2012,เจริญศิลป ์,75060,53193,17235,230,324
3468,TH4716,2013,เจริญศิลป ์,75608,69437,22636,299,326
3469,TH4716,2014,เจริญศิลป ์,81902,81902,25553,312,312
3470,TH4716,2015,เจริญศิลป ์,80362,73157,22386,279,306
3471,TH4716,2016,เจริญศิลป ์,93025,91909,34328,369,373
3472,TH4716,2017,เจริญศิลป ์,92603,76399,26740,289,350
3473,TH4716,2018,เจริญศิลป ์,97814,91527,30845,315,337
3474,TH4717,2012,โพนนาแก้ว,124742,100380,30315,243,302
3475,TH4717,2013,โพนนาแก้ว,117682,111658,34837,296,312
3476,TH4717,2014,โพนนาแก้ว,113633,113633,32840,289,289
3477,TH4717,2015,โพนนาแก้ว,112204,107196,29265,261,273
3478,TH4717,2016,โพนนาแก้ว,120728,118196,36050,299,305
3479,TH4717,2017,โพนนาแก้ว,121039,108249,33882,280,313
3480,TH4717,2018,โพนนาแก้ว,115675,113162,35080,303,310
3481,TH4717,2020,โพนนาแก.ว,120843,120303,40302,334,335
3482,TH4718,2012,ภูพาน,22246,15175,4644,209,306
3483,TH4718,2013,ภูพาน,15903,15903,4882,307,307
3484,TH4718,2014,ภูพาน,20254,20254,5934,293,293
3485,TH4718,2015,ภูพาน,19672,19223,5498,279,286
3486,TH4718,2016,ภูพาน,28345,27777,8889,314,320
3487,TH4718,2017,ภูพาน,32143,29605,9918,309,335
3488,TH4718,2018,ภูพาน,36816,36521,12381,336,339
3489,TH4718,2020,ภูพาน,35179,35094,11090,315,316
3490,TH4801,2012,เมืองนครพนม,192667,189214,77389,402,409
3491,TH4801,2013,เมืองนครพนม,177936,176150,72222,406,410
3492,TH4801,2014,เมืองนครพนม,170567,163070,68163,400,418
3493,TH4801,2015,เมืองนครพนม,190480,188002,70501,370,375
3494,TH4801,2016,เมืองนครพนม,192093,187389,72332,377,386
3495,TH4801,2017,เมืองนครพนม,195143,190094,73376,376,386
3496,TH4801,2018,เมืองนครพนม,195472,182836,66918,342,366
3497,TH4801,2020,เมืองนครพนม,209435,205395,77023,368,375
3498,TH4802,2012,ปลาปาก,192058,189204,66221,345,350
3499,TH4802,2013,ปลาปาก,177557,177557,61790,348,348
3500,TH4802,2014,ปลาปาก,179092,175075,57425,321,328
3501,TH4802,2015,ปลาปาก,183402,183302,59207,323,323
3502,TH4802,2016,ปลาปาก,178538,176066,64528,361,366
3503,TH4802,2017,ปลาปาก,180079,176360,65077,361,369
3504,TH4802,2018,ปลาปาก,179396,178517,62838,350,352
3505,TH4802,2020,ปลาปาก,201301,195453,68409,340,350
3506,TH4803,2012,ท่าอุเทน,83599,81630,30775,368,377
3507,TH4803,2013,ท่าอุเทน,82374,81659,30867,375,378
3508,TH4803,2014,ท่าอุเทน,82806,82175,28597,345,348
3509,TH4803,2015,ท่าอุเทน,73870,73062,24257,328,332
3510,TH4803,2016,ท่าอุเทน,81033,79239,27575,340,348
3511,TH4803,2017,ท่าอุเทน,80424,78676,26435,329,336
3512,TH4803,2018,ท่าอุเทน,83212,69481,21887,263,315
3513,TH4803,2020,ทาอุเทน,84600,82100,26272,311,320
3514,TH4804,2012,บ้านแพง,58804,57299,23779,404,415
3515,TH4804,2013,บ้านแพง,56916,56723,23313,410,411
3516,TH4804,2014,บ้านแพง,54763,54492,19726,360,362
3517,TH4804,2015,บ้านแพง,53311,52531,18859,354,359
3518,TH4804,2016,บ้านแพง,54275,53133,19500,359,367
3519,TH4804,2017,บ้านแพง,53570,53302,19828,370,372
3520,TH4804,2018,บ้านแพง,53503,47133,16685,312,354
3521,TH4804,2020,บ.านแพง,56622,56342,20959,370,372
3522,TH4805,2012,ธาตุพนม,80072,79745,33652,420,422
3523,TH4805,2013,ธาตุพนม,78113,77615,32986,422,425
3524,TH4805,2014,ธาตุพนม,84543,84103,32380,383,385
3525,TH4805,2015,ธาตุพนม,77080,76657,29053,377,379
3526,TH4805,2016,ธาตุพนม,81980,81570,31772,388,390
3527,TH4805,2017,ธาตุพนม,83567,80829,31847,381,394
3528,TH4805,2018,ธาตุพนม,82726,74558,27810,336,373
3529,TH4805,2020,ธาตุพนม,87530,87280,31683,362,363
3530,TH4806,2012,เรณูนคร,73207,72755,31285,427,430
3531,TH4806,2013,เรณูนคร,79889,78615,34040,426,433
3532,TH4806,2014,เรณูนคร,78367,77615,30270,386,390
3533,TH4806,2015,เรณูนคร,76568,74215,28499,372,384
3534,TH4806,2016,เรณูนคร,82965,82368,30559,368,371
3535,TH4806,2017,เรณูนคร,81383,79469,30516,375,384
3536,TH4806,2018,เรณูนคร,83875,81904,29895,356,365
3537,TH4806,2020,เรณูนคร,88699,88079,31708,357,360
3538,TH4807,2012,นาแก,138254,134595,57607,417,428
3539,TH4807,2013,นาแก,135600,135515,56239,415,415
3540,TH4807,2014,นาแก,137594,135576,47316,344,349
3541,TH4807,2015,นาแก,132629,132136,44926,339,340
3542,TH4807,2016,นาแก,133392,131128,49829,374,380
3543,TH4807,2017,นาแก,143766,111246,44053,306,396
3544,TH4807,2018,นาแก,142823,130941,45829,321,350
3545,TH4807,2020,นาแก,147056,136276,47424,322,348
3546,TH4808,2012,ศรีสงคราม,171988,168688,59884,348,355
3547,TH4808,2013,ศรีสงคราม,168119,141274,50152,298,355
3548,TH4808,2014,ศรีสงคราม,164683,155010,58284,354,376
3549,TH4808,2015,ศรีสงคราม,157648,149137,54882,348,368
3550,TH4808,2016,ศรีสงคราม,164389,161101,59768,364,371
3551,TH4808,2017,ศรีสงคราม,160008,118306,42708,267,361
3552,TH4808,2018,ศรีสงคราม,172299,99409,34893,203,351
3553,TH4808,2020,ศรีสงคราม,187217,181640,63574,340,350
3554,TH4809,2012,นาหว้า,113839,112031,43468,382,388
3555,TH4809,2013,นาหว้า,104102,98518,38028,365,386
3556,TH4809,2014,นาหว้า,104108,100040,34914,335,349
3557,TH4809,2015,นาหว้า,104015,98023,31465,303,321
3558,TH4809,2016,นาหว้า,108536,106172,38010,350,358
3559,TH4809,2017,นาหว้า,108312,74501,25405,235,341
3560,TH4809,2018,นาหว้า,112401,79961,26387,235,330
3561,TH4809,2020,นาหว.า,122432,121157,41799,341,345
3562,TH4810,2012,โพนสวรรค์,146726,144076,57198,390,397
3563,TH4810,2013,โพนสวรรค์,136974,135678,53593,391,395
3564,TH4810,2014,โพนสวรรค์,145795,141194,49559,340,351
3565,TH4810,2015,โพนสวรรค์,148761,146271,47684,321,326
3566,TH4810,2016,โพนสวรรค์,148280,146125,51436,347,352
3567,TH4810,2017,โพนสวรรค์,146948,140588,50893,346,362
3568,TH4810,2018,โพนสวรรค์,151645,149245,49400,326,331
3569,TH4811,2012,นาทม,64435,63610,22263,346,350
3570,TH4811,2013,นาทม,63174,49542,17637,279,356
3571,TH4811,2014,นาทม,62149,62149,22436,361,361
3572,TH4811,2015,นาทม,59322,47965,16356,276,341
3573,TH4811,2016,นาทม,59644,58731,20791,349,354
3574,TH4811,2017,นาทม,59441,44360,14994,252,338
3575,TH4811,2018,นาทม,59349,38999,12714,214,326
3576,TH4811,2020,นาทม,66309,66074,21474,324,325
3577,TH4812,2012,วังยาง,47994,45800,16488,344,360
3578,TH4812,2013,วังยาง,45961,44838,16052,349,358
3579,TH4812,2014,วังยาง,45394,44771,17550,387,392
3580,TH4812,2015,วังยาง,48544,47900,19208,396,401
3581,TH4812,2016,วังยาง,49387,48874,17595,356,360
3582,TH4812,2017,วังยาง,49520,45626,16517,334,362
3583,TH4812,2018,วังยาง,51491,49627,17816,346,359
3584,TH4812,2020,วังยาง,60822,60162,21418,352,356
3585,TH4901,2012,เมืองมุกดาหาร,154199,121277,44145,286,364
3586,TH4901,2013,เมืองมุกดาหาร,143034,142217,52478,367,369
3587,TH4901,2014,เมืองมุกดาหาร,156835,153828,61224,390,398
3588,TH4901,2015,เมืองมุกดาหาร,157414,153638,61609,391,401
3589,TH4901,2016,เมืองมุกดาหาร,155927,151689,60979,391,402
3590,TH4901,2017,เมืองมุกดาหาร,157481,143702,57625,366,401
3591,TH4901,2018,เมืองมุกดาหาร,159062,151196,60781,382,402
3592,TH4901,2020,เมืองมุกดาหาร,148848,145871,59078,397,405
3593,TH4902,2012,นิคมคําสร้อย,62151,46244,16139,260,349
3594,TH4902,2013,นิคมคําสร้อย,55802,54788,19395,348,354
3595,TH4902,2014,นิคมคําสร้อย,57876,56245,20529,355,365
3596,TH4902,2015,นิคมคําสร้อย,55715,53062,18837,338,355
3597,TH4902,2016,นิคมคําสร้อย,53796,51842,18197,338,351
3598,TH4902,2017,นิคมคําสร้อย,53728,47157,16458,306,349
3599,TH4902,2018,นิคมคําสร้อย,56018,54041,20860,372,386
3600,TH4903,2012,ดอนตาล,84553,54527,17449,206,320
3601,TH4903,2013,ดอนตาล,80645,80401,26452,328,329
3602,TH4903,2014,ดอนตาล,76579,76421,27206,355,356
3603,TH4903,2015,ดอนตาล,76202,73817,26426,347,358
3604,TH4903,2016,ดอนตาล,83178,80989,29075,350,359
3605,TH4903,2017,ดอนตาล,84861,82430,28851,340,350
3606,TH4903,2018,ดอนตาล,73904,71246,27145,367,381
3607,TH4903,2020,ดอนตาล,72534,71636,28726,396,401
3608,TH4904,2012,ดงหลวง,51872,43486,15438,298,355
3609,TH4904,2013,ดงหลวง,62369,62369,21642,347,347
3610,TH4904,2014,ดงหลวง,52791,51996,18511,351,356
3611,TH4904,2015,ดงหลวง,50496,49647,17923,355,361
3612,TH4904,2016,ดงหลวง,58113,57059,20427,352,358
3613,TH4904,2017,ดงหลวง,60257,52349,18427,306,352
3614,TH4904,2018,ดงหลวง,61050,54086,20769,340,384
3615,TH4904,2020,ดงหลวง,55761,55211,22029,395,399
3616,TH4905,2012,คําชะอี,72734,61625,23171,319,376
3617,TH4905,2013,คําชะอี,71406,71190,27266,382,383
3618,TH4905,2014,คําชะอี,74419,72649,28333,381,390
3619,TH4905,2015,คําชะอี,74925,72047,27378,365,380
3620,TH4905,2016,คําชะอี,75797,74274,28744,379,387
3621,TH4905,2017,คําชะอี,75327,74481,29197,388,392
3622,TH4905,2018,คําชะอี,75033,74484,29645,395,398
3623,TH4905,2020,คําชะอี,70525,70205,28573,405,407
3624,TH4906,2012,หว้านใหญ่,27965,20844,7462,267,358
3625,TH4906,2013,หว้านใหญ่,26288,26275,9564,364,364
3626,TH4906,2014,หว้านใหญ่,27232,26379,10815,397,410
3627,TH4906,2015,หว้านใหญ่,26435,25708,10643,403,414
3628,TH4906,2016,หว้านใหญ่,24752,23861,9616,388,403
3629,TH4906,2017,หว้านใหญ่,24608,22607,8862,360,392
3630,TH4906,2018,หว้านใหญ่,27166,26474,10457,385,395
3631,TH4907,2012,หนองสูง,38628,28734,11091,287,386
3632,TH4907,2013,หนองสูง,48142,48142,18727,389,389
3633,TH4907,2014,หนองสูง,46588,46588,19241,413,413
3634,TH4907,2015,หนองสูง,45319,44385,18198,402,410
3635,TH4907,2016,หนองสูง,38330,37387,16413,428,439
3636,TH4907,2017,หนองสูง,35865,35336,15159,423,429
3637,TH4907,2018,หนองสูง,36188,35742,14761,408,413
3638,TH4907,2020,หนองสูง,37914,37734,15282,403,405
3639,TH5001,2012,เมืองเชียงใหม่,2236,2108,1682,752,798
3640,TH5001,2013,เมืองเชียงใหม่,2527,2426,1917,759,790
3641,TH5001,2014,เมืองเชียงใหม่,2450,2450,1593,650,650
3642,TH5001,2015,เมืองเชียงใหม่,2311,2247,1456,630,648
3643,TH5001,2016,เมืองเชียงใหม่,2285,2257,1426,624,632
3644,TH5001,2017,เมืองเชียงใหม่,1764,1743,1103,625,633
3645,TH5001,2018,เมืองเชียงใหม่,1623,1611,1033,636,641
3646,TH5003,2012,แม่แจ่ม,50724,49874,25136,496,504
3647,TH5003,2013,แม่แจ่ม,49638,48395,24681,497,510
3648,TH5003,2014,แม่แจ่ม,48645,47378,22599,465,477
3649,TH5003,2015,แม่แจ่ม,47429,47074,22219,468,472
3650,TH5003,2016,แม่แจ่ม,48958,48494,23277,475,480
3651,TH5003,2017,แม่แจ่ม,48303,48084,22696,470,472
3652,TH5003,2018,แม่แจ่ม,51859,51110,23000,444,450
3653,TH5004,2012,เชียงดาว,15762,15114,9582,608,634
3654,TH5004,2013,เชียงดาว,14316,13827,8794,614,636
3655,TH5004,2014,เชียงดาว,13887,13887,8527,614,614
3656,TH5004,2015,เชียงดาว,13725,13665,8349,608,611
3657,TH5004,2016,เชียงดาว,15911,15671,9873,621,630
3658,TH5004,2017,เชียงดาว,15747,15674,9718,617,620
3659,TH5004,2018,เชียงดาว,18177,18110,11337,624,626
3660,TH5004,2020,เชียงดาว,44665,44535,28547,639,641
3661,TH5005,2012,ดอยสะเก็ด,31324,30854,22246,710,721
3662,TH5005,2013,ดอยสะเก็ด,31626,31320,22644,716,723
3663,TH5005,2014,ดอยสะเก็ด,30677,30677,21044,686,686
3664,TH5005,2015,ดอยสะเก็ด,28554,28481,19424,680,682
3665,TH5005,2016,ดอยสะเก็ด,28595,27849,18993,664,682
3666,TH5005,2017,ดอยสะเก็ด,28325,28022,19055,673,680
3667,TH5005,2018,ดอยสะเก็ด,28806,28653,19198,666,670
3668,TH5005,2020,ดอยสะเก็ด,27149,26997,18439,679,683
3669,TH5006,2012,แม่แตง,24579,23913,17337,705,725
3670,TH5006,2013,แม่แตง,23384,22750,16562,708,728
3671,TH5006,2014,แม่แตง,21456,21456,14504,676,676
3672,TH5006,2015,แม่แตง,20283,20117,13579,669,675
3673,TH5006,2016,แม่แตง,20720,20271,13683,660,675
3674,TH5006,2017,แม่แตง,19967,19819,13437,673,678
3675,TH5006,2018,แม่แตง,19488,19355,13471,691,696
3676,TH5006,2020,แมแตง,23245,23066,16354,704,709
3677,TH5007,2012,แม่ริม,19907,19396,13985,703,721
3678,TH5007,2013,แม่ริม,18633,18084,13057,701,722
3679,TH5007,2014,แม่ริม,17814,17814,12007,674,674
3680,TH5007,2015,แม่ริม,16472,16396,11035,670,673
3681,TH5007,2016,แม่ริม,16701,16651,11306,677,679
3682,TH5007,2017,แม่ริม,18366,18287,12252,667,670
3683,TH5007,2018,แม่ริม,16478,16392,11114,674,678
3684,TH5007,2020,แมริม,14437,14379,9907,686,689
3685,TH5008,2012,สะเมิง,10386,9796,5760,555,588
3686,TH5008,2013,สะเมิง,9680,9223,5322,550,577
3687,TH5008,2014,สะเมิง,9486,9333,5152,543,552
3688,TH5008,2015,สะเมิง,9476,9277,5075,536,547
3689,TH5008,2016,สะเมิง,13101,13043,7174,548,550
3690,TH5008,2017,สะเมิง,13168,13084,6817,518,521
3691,TH5008,2018,สะเมิง,13917,13835,7028,505,508
3692,TH5008,2020,สะเมิง,18621,18530,10006,537,540
3693,TH5009,2012,ฝาง,34759,34238,24275,698,709
3694,TH5009,2013,ฝาง,35168,34416,24470,696,711
3695,TH5009,2014,ฝาง,32167,32167,22388,696,696
3696,TH5009,2015,ฝาง,30718,30647,21300,693,695
3697,TH5009,2016,ฝาง,27791,27413,18997,684,693
3698,TH5009,2017,ฝาง,28596,27919,19097,668,684
3699,TH5009,2018,ฝาง,27356,27082,18741,685,692
3700,TH5009,2020,ฝาง,30495,30229,20556,674,680
3701,TH5010,2012,แม่อาย,48235,47585,33547,695,705
3702,TH5010,2013,แม่อาย,45024,43508,30760,683,707
3703,TH5010,2014,แม่อาย,43356,42176,28680,662,680
3704,TH5010,2015,แม่อาย,40362,39469,26760,663,678
3705,TH5010,2016,แม่อาย,43572,43339,29471,676,680
3706,TH5010,2017,แม่อาย,44367,43932,29654,668,675
3707,TH5010,2018,แม่อาย,44841,44456,29786,664,670
3708,TH5011,2012,พร้าว,40589,39749,28619,705,720
3709,TH5011,2013,พร้าว,39426,38512,27767,704,721
3710,TH5011,2014,พร้าว,36320,36320,24698,680,680
3711,TH5011,2015,พร้าว,32896,32803,22076,671,673
3712,TH5011,2016,พร้าว,33497,33193,21841,652,658
3713,TH5011,2017,พร้าว,33604,32643,21185,630,649
3714,TH5011,2018,พร้าว,34671,34364,22027,635,641
3715,TH5012,2012,สันป่าตอง,19313,18752,13501,699,720
3716,TH5012,2013,สันป่าตอง,19157,18131,13236,691,730
3717,TH5012,2014,สันป่าตอง,19296,19116,12999,674,680
3718,TH5012,2015,สันป่าตอง,17824,17734,11970,672,675
3719,TH5012,2016,สันป่าตอง,16491,16411,11143,676,679
3720,TH5012,2017,สันป่าตอง,16386,16301,11036,674,677
3721,TH5012,2018,สันป่าตอง,15867,15786,10656,672,675
3722,TH5012,2020,สันป#าตอง,15181,15114,10157,669,672
3723,TH5013,2012,สันกําแพง,46576,45877,32986,708,719
3724,TH5013,2013,สันกําแพง,42399,38924,28103,663,722
3725,TH5013,2014,สันกําแพง,41551,41551,27382,659,659
3726,TH5013,2015,สันกําแพง,37527,37016,23875,636,645
3727,TH5013,2016,สันกําแพง,35128,34896,23031,656,660
3728,TH5013,2017,สันกําแพง,33374,32961,21655,649,657
3729,TH5013,2018,สันกําแพง,31407,31293,19715,628,630
3730,TH5013,2020,สันกําแพง,31747,31368,20703,652,660
3731,TH5014,2012,สันทราย,21430,21109,15198,709,720
3732,TH5014,2013,สันทราย,21397,20323,14795,691,728
3733,TH5014,2014,สันทราย,21331,21325,14053,659,659
3734,TH5014,2015,สันทราย,20799,20657,13386,644,648
3735,TH5014,2016,สันทราย,18302,17570,11596,634,660
3736,TH5014,2017,สันทราย,18024,17823,11799,655,662
3737,TH5014,2018,สันทราย,16905,16822,10934,647,650
3738,TH5014,2020,สันทราย,16566,16502,10809,652,655
3739,TH5015,2012,หางดง,18642,18187,13058,700,718
3740,TH5015,2013,หางดง,18127,17485,12607,695,721
3741,TH5015,2014,หางดง,12736,12736,8660,680,680
3742,TH5015,2015,หางดง,12008,11848,8021,668,677
3743,TH5015,2016,หางดง,11902,11848,8080,679,682
3744,TH5015,2017,หางดง,11065,11004,7439,672,676
3745,TH5015,2018,หางดง,10683,10579,7024,657,664
3746,TH5015,2020,หางดง,10017,9926,6730,672,678
3747,TH5016,2012,ฮอด,16468,15225,7795,473,512
3748,TH5016,2013,ฮอด,16283,15252,7733,475,507
3749,TH5016,2014,ฮอด,13804,13751,6628,480,482
3750,TH5016,2015,ฮอด,12011,11266,5419,451,481
3751,TH5016,2016,ฮอด,15797,15611,7821,495,501
3752,TH5016,2017,ฮอด,16046,15802,8280,516,524
3753,TH5016,2018,ฮอด,14224,14084,7112,500,505
3754,TH5016,2020,ฮอด,19119,18996,9346,489,492
3755,TH5017,2012,ดอยเต่า,3291,2925,1743,530,596
3756,TH5017,2013,ดอยเต่า,2846,2604,1518,533,583
3757,TH5017,2014,ดอยเต่า,3735,3735,1853,496,496
3758,TH5017,2015,ดอยเต่า,3436,2808,1300,378,463
3759,TH5017,2016,ดอยเต่า,3158,3106,1522,482,490
